|        Tasks        |Version|     Filter      |n-shot|  Metric   |   |Value|   |Stderr|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_sna_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_sna_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_sna_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_sna_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.004|±  |0.0040|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_sot_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.024|±  |0.0097|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_sot_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_sot_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_sot_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_sot_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_swa_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.028|±  |0.0105|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_swa_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.024|±  |0.0097|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.016|±  |0.0080|
|afrimgsm_swa_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.032|±  |0.0112|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_swa_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_swa_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.016|±  |0.0080|
|afrimgsm_twi_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_twi_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.028|±  |0.0105|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_twi_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_twi_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_twi_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_vai_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_vai_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.004|±  |0.0040|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_vai_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_vai_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_vai_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_wol_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_wol_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_wol_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.004|±  |0.0040|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_wol_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_wol_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_xho_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_xho_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_xho_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.024|±  |0.0097|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_xho_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_xho_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.016|±  |0.0080|
|afrimgsm_yor_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_yor_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.016|±  |0.0080|
|afrimgsm_yor_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_yor_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.012|±  |0.0069|
|afrimgsm_yor_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.020|±  |0.0089|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.016|±  |0.0080|
|afrimgsm_zul_prompt_1|      2|flexible-extract |     0|exact_match|↑  |0.016|±  |0.0080|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.000|±  |0.0000|
|afrimgsm_zul_prompt_2|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_zul_prompt_3|      2|flexible-extract |     0|exact_match|↑  |0.012|±  |0.0069|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
|afrimgsm_zul_prompt_4|      2|flexible-extract |     0|exact_match|↑  |0.008|±  |0.0056|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.008|±  |0.0056|
|afrimgsm_zul_prompt_5|      2|flexible-extract |     0|exact_match|↑  |0.004|±  |0.0040|
|                     |       |remove_whitespace|     0|exact_match|↑  |0.004|±  |0.0040|
